fecha,produccion_kg,consumo_kwh,fallas_maquina,mantenimiento,ventas_usd,costos_usd,tiempo_inactividad_horas,period,is_synthetic
2020-02-21,583.4494925617871,2535.5617403619067,1,0,904.6903811287918,662.2770342360723,0.8994273564230847,pre,True
2020-02-22,677.0272850286408,2263.2563255717464,0,0,1049.7910793234407,768.4977502627358,1.0436839331643133,pre,True
2020-02-23,309.1832380379761,1343.6521911916482,1,0,479.4161363154993,350.9557562972974,0.4766271390824404,pre,True
2020-02-24,525.0588573421022,1755.2361720941788,0,0,814.1505028622001,595.9974724000356,0.8094141927387506,pre,True
2020-02-25,531.5665830810841,2310.088375597605,1,0,824.241310985506,603.3844310947991,0.8194462977150336,pre,True
2020-02-26,447.87654163300914,1497.2209220241748,0,0,694.4724510248894,508.3873608223359,0.6904323664352682,pre,True
2020-02-27,484.33837748031226,2104.8434782861527,1,0,751.0097736036023,549.7754103717957,0.7466407838639616,pre,True
2020-02-28,697.7682483559456,2332.5919601717433,0,0,1081.9517894736352,792.0409426979437,1.0756575487950961,pre,True
2020-02-29,642.0094135615683,2146.1939547360453,0,0,995.4927520684728,728.7487533810275,0.989701485732744,pre,True
2020-03-01,281.6370186515295,1096.7877323520518,0,0,436.29184487804474,356.1191876191644,0.5901247116847134,pre,True
2020-03-02,407.97428996885895,1588.786866496867,0,0,632.0044732953191,515.8678124376121,0.8548439810767081,pre,True
2020-03-03,457.65811164231,1782.2721063588613,0,0,708.9710820255526,578.6910957434792,0.9589483743159979,pre,True
2020-03-04,386.9584207884085,1506.9441186500244,0,0,599.448197915202,489.29405343573586,0.8108086344440198,pre,True
2020-03-05,445.1708946714654,2253.7355775803258,1,1,689.6267822041463,562.9014897301319,0.9327834356657212,pre,True
2020-03-06,524.6386390152395,2656.0513732475065,1,0,812.7325051451376,663.3853987458282,1.0992952100895537,pre,True
2020-03-07,500.0471672021748,1947.3491134463904,0,0,774.6371629313942,632.2904276146934,1.0477677678411206,pre,True
2020-03-08,275.84148939409954,1396.4834311080049,1,0,427.31382713067836,348.79096357794657,0.577981119736196,pre,True
2020-03-09,398.296135463795,1551.0969307640373,0,0,617.0117713265,503.6301579684011,0.8345649773992561,pre,True
2020-03-10,428.1528493183712,1667.3688528317896,0,0,663.2636484127518,541.3828253335716,0.897124880709002,pre,True
2020-03-11,459.3066810716845,1788.6921811584234,0,0,711.5249274014025,580.7756484373459,0.9624026842780189,pre,True
2020-03-12,502.6509509905029,1957.4891089995638,0,0,778.6707577979795,635.5828121594349,1.0532235746265122,pre,True
2020-03-13,613.8669245572485,2390.600906708669,0,0,950.9585576038016,776.2111370383767,1.2862586161492897,pre,True
2020-03-14,589.5181760754155,2295.778824154092,0,0,913.2392249447861,745.4230802324549,1.2352397612895034,pre,True
2020-03-15,240.63608415980002,1218.2514863663594,1,0,372.77614144967595,304.27508149727913,0.504213900806286,pre,True
2020-03-16,422.27147249496016,2137.804273258849,1,0,654.1526417809004,533.9460503440351,0.8848014091041596,pre,True
2020-03-17,331.79123918366236,1679.736319306173,1,0,513.9871617407015,419.53727220581777,0.6952147494681243,pre,True
2020-03-18,343.9647797661432,1339.512655740266,0,0,532.8455366264259,434.9302464797217,0.7207224301019239,pre,True
2020-03-19,385.4885059268963,1951.5857190010008,1,1,597.1711113666603,487.435402577772,0.8077286661642668,pre,True
2020-03-20,478.36946770925016,1862.9289793912437,0,0,741.0556275573739,604.879809614847,1.0023456630890522,pre,True
2020-03-21,635.2664449448055,2473.9377192898673,0,0,984.1091578838897,803.2700082490742,1.3310978416863395,pre,True
2020-03-22,223.8460763552116,1133.2498872277226,1,0,346.76626705299975,283.0447618180057,0.4690331615614701,pre,True
2020-03-23,403.784675923228,1572.4711232379047,0,0,625.5142240729434,510.5702064712104,0.8460653240926727,pre,True
2020-03-24,519.3044828309579,2022.3434719323893,0,0,804.4692134313897,656.6405632264234,1.0881183506148935,pre,True
2020-03-25,405.1132035287203,1577.6448492870288,0,0,627.5722836375095,512.2500785770252,0.848849038300095,pre,True
2020-03-26,525.0763358646925,2044.8209773066808,0,0,813.4105536732021,663.9388495925847,1.100212332875207,pre,True
2020-03-27,482.95706195670095,1880.7945892308317,0,0,748.1623991293621,610.6806462532646,1.0119582230627573,pre,True
2020-03-28,580.1361060043406,2937.014520919667,1,0,898.7051957192139,733.5598131523866,1.215581154540263,pre,True
2020-03-29,222.35544533706158,865.9256721117189,0,0,344.45708852222646,281.15991617603305,0.4659097859341259,pre,True
2020-03-30,406.1616273118331,1581.7277583773534,0,0,629.1964264747629,513.5757701629906,0.8510458403600484,pre,True
2020-03-31,484.7592418906323,1887.8128741583273,0,1,750.954206868067,612.9594335273526,1.0157343989327026,pre,True
2020-04-01,304.30497693220457,1286.8328689583461,0,0,474.2418705946882,413.906232166573,1.2705061135018494,pre,True
2020-04-02,400.9178570486098,1695.385600996707,0,1,624.8075085669914,545.3160881304177,1.6738753126137678,pre,True
2020-04-03,476.71498809467806,2620.687570037951,1,0,742.9329943062748,648.4130050346181,1.9903365133169857,pre,True
2020-04-04,609.0530713075054,3348.2014480988296,1,1,949.1743143348624,828.4151789950232,2.542862290141439,pre,True
2020-04-05,241.28917226740003,1020.354122787214,0,0,376.0353496808869,328.19408069701325,1.0074083295582454,pre,True
2020-04-06,374.31051048103745,1582.8695045986312,0,0,583.3414834793443,509.12559700944075,1.5627867697349753,pre,True
2020-04-07,441.8853545967198,2429.2155377825934,1,0,688.6530061551805,601.0388131491718,1.8449190353108886,pre,True
2020-04-08,296.85404227693084,1631.9220459587605,1,0,462.63001585534545,403.7717009460377,1.239397657352816,pre,True
2020-04-09,354.5688292860508,1499.3866627919872,0,0,552.5752044885138,482.27357190480024,1.4803631205988557,pre,True
2020-04-10,401.38975355454835,1697.3811383050686,0,0,625.542932232945,545.9579471848265,1.6758455314441636,pre,True
2020-04-11,468.5092297654195,2575.5773272445103,1,0,730.1447901206348,637.2517859629708,1.95607658688284,pre,True
2020-04-12,173.16181256812604,732.2598345498402,0,0,269.86276312585693,235.5293499231042,0.7229692518038556,pre,True
2020-04-13,390.2656566119322,2145.4419954013774,1,0,608.2066645322748,530.8272940545633,1.6294012264076088,pre,True
2020-04-14,343.1685175909291,1451.177474912286,0,0,534.8084719225147,466.7672199981615,1.4327655891667437,pre,True
2020-04-15,284.55714422543986,1203.3240138816282,0,0,443.46600482521865,387.0458399655811,1.188056781140302,pre,True
2020-04-16,335.1332968180974,1417.198450631916,0,0,522.2860407471679,455.8379608442755,1.3992176754318522,pre,True
2020-04-17,483.449265478193,2657.7085101655152,1,1,753.4279797503452,657.5727611657057,2.018452848028393,pre,True
2020-04-18,563.2627738115716,3096.4743858649467,1,0,877.8127593629997,766.1326304235258,2.351682857277239,pre,True
2020-04-19,287.2172924946946,1214.5731438291225,0,0,447.61169348265935,390.66409149150655,1.1991631871970865,pre,True
2020-04-20,549.2943233227327,3019.684384537109,1,0,856.0437296352603,747.1331754381783,2.2933630692766256,pre,True
2020-04-21,377.55507458994225,1596.589989169317,0,0,588.3979507372367,513.5387529127005,1.5763331749813496,pre,True
2020-04-22,305.8590325923696,1293.4045981618967,0,0,476.66377729734825,416.0200106836405,1.2769944635671908,pre,True
2020-04-23,283.456387032142,1198.6691753332807,0,0,441.750537810243,385.5486240245166,1.1834610010854867,pre,True
2020-04-24,480.13917981918775,2639.511682797056,1,0,748.2694009108508,653.0704848734165,2.004632883240509,pre,True
2020-04-25,439.6971121248391,1859.3737834079639,0,0,685.2427556438632,598.0624333155788,1.8357828868772461,pre,True
2020-04-26,200.02169251009687,845.8438341086234,0,0,311.72234700794013,272.0633291412768,0.8351121487693642,pre,True
2020-04-27,323.6751910350304,1368.7448653954932,0,0,504.4292394065704,440.2529992039937,1.351378847446529,pre,True
2020-04-28,347.38594769031806,1909.7155697925364,1,0,541.3810950836604,472.50363817791697,1.4503738148965977,pre,True
2020-04-29,416.31911544743167,2288.6679845811605,1,0,648.8094873259411,566.2644041873725,1.7381772282399595,pre,True
2020-04-30,399.58339862582113,1689.7424959183256,0,1,622.7278315763809,543.5009989940924,1.668303804709233,pre,True
2020-05-01,600.2238131989395,2124.03424027023,0,0,915.8040712491907,697.3055168649314,0.8672632194161947,pre,True
2020-05-02,497.79986689113247,1761.5828276514576,0,0,759.5285870724093,578.3152648140027,0.7192708881109743,pre,True
2020-05-03,280.92150559627845,994.1073372858555,0,0,428.6218788211495,326.358453881206,0.40590340467868574,pre,True
2020-05-04,431.3447298083855,1526.4155725348694,0,0,658.1332679306291,501.1115073275335,0.6232498791710552,pre,True
2020-05-05,397.6885964216947,1407.3153666842566,0,0,606.7817165588721,462.0117465869461,0.5746201414762464,pre,True
2020-05-06,404.6613658753466,1431.9901642237508,0,0,617.420565789967,470.11230924530776,0.5846950941049864,pre,True
2020-05-07,405.960956256277,1436.5890728420384,0,1,619.4034430694759,471.62209863113304,0.5865728718820479,pre,True
2020-05-08,565.9128308936921,2603.40170518439,1,0,863.4533704060538,657.4449903006943,0.8176872907025527,pre,True
2020-05-09,532.3971200859097,2449.2174317342647,1,1,812.3160717290945,618.5083644388172,0.7692604495526407,pre,True
2020-05-10,203.2625461706976,935.0805113664605,1,0,310.132092766376,236.13873975017208,0.29369399597663876,pre,True
2020-05-11,336.12204611086895,1189.4475346524557,0,0,512.8452612107824,390.48726814734766,0.48566265019254307,pre,True
2020-05-12,417.8210163560915,1478.558706818089,0,0,637.499178503202,485.4004345719786,0.6037094693952584,pre,True
2020-05-13,515.9596945495296,1825.8456824326913,0,0,787.236324981221,599.412308505136,0.7455100180034178,pre,True
2020-05-14,458.7355427686224,1623.3444569226963,0,0,699.9253752615923,532.9325790154343,0.6628268571381863,pre,True
2020-05-15,519.9504289983361,1839.9678422449037,0,0,793.3252717626111,604.048514344196,0.7512762290896813,pre,True
2020-05-16,594.9700809672108,2737.075462448216,1,0,907.788079112145,691.2020328165548,0.8596721031874731,pre,True
2020-05-17,297.15075425929547,1051.5383806668065,0,0,453.3839953384765,345.2126618923495,0.42935304152194953,pre,True
2020-05-18,420.76409736590654,1488.9734966002868,0,0,641.9896460780221,488.81953687947777,0.6079619263212366,pre,True
2020-05-19,382.8050600473625,1354.6464452249359,0,0,584.0728487891071,444.7209097423208,0.553114923941628,pre,True
2020-05-20,480.635059048261,1700.8410863473116,0,0,733.3390215153,558.3741779368087,0.6944694620710262,pre,True
2020-05-21,477.6071860839352,1690.1262401349622,0,0,728.7191808375762,554.8565692115934,0.6900944892737472,pre,True
2020-05-22,666.4016893563187,3065.686444444489,1,0,1016.7763537192052,774.1871685491673,0.9628836141227809,pre,True
2020-05-23,585.8843205208601,2073.2905463904103,0,0,893.9252895590005,680.6467187073266,0.8465440904657673,pre,True
2020-05-24,203.29720738317232,719.4153579675714,0,0,310.18497783824546,236.17900715401106,0.29374407795282614,pre,True
2020-05-25,331.60386630711474,1173.4588844259265,0,0,505.9515536171742,385.2383066198894,0.47913433346078693,pre,True
2020-05-26,521.5494812372826,1845.6264676323267,0,0,795.7650592524855,605.9062012993836,0.7535866992214351,pre,True
2020-05-27,527.2710911545213,2425.6358627499985,1,0,804.4949255808149,612.5532387425935,0.7618538517867788,pre,True
2020-05-28,435.9585894196323,1542.742808440186,0,0,665.1729609971745,506.47162415431507,0.6299164436298331,pre,True
2020-05-29,499.72159279232216,1768.3833102794072,0,0,762.4607006697604,580.5478154781624,0.7220475893268403,pre,True
2020-05-30,709.7081598635614,3264.9117190968186,1,0,1082.8521093454167,824.4981361192592,1.0254571212175678,pre,True
2020-05-31,206.9097042114423,732.1990343019355,0,0,315.69682063747126,240.37579827195162,0.29896377360721665,pre,True
2020-06-01,489.2909106551853,1716.5286599000747,0,0,739.7151175501392,576.7578150433419,0.8938733542262716,pre,True
2020-06-02,326.63410117797656,1145.8966103047426,0,0,493.80885131345417,385.02405503873666,0.5967196881578677,pre,True
2020-06-03,441.00607136547904,2011.2767424550318,1,0,666.7175923697762,519.8414534228918,0.8056629862953161,pre,True
2020-06-04,430.6053641211218,1510.6482309897365,0,0,650.993694348531,507.58148894260256,0.7866621937843944,pre,True
2020-06-05,481.0199321912346,1687.512442207053,0,0,727.2109657797264,567.0082951498475,0.8787633100760441,pre,True
2020-06-06,545.179874133442,1912.598125924028,0,0,824.2086372309261,642.6376336927278,0.9959755068733401,pre,True
2020-06-07,253.5148149748934,1156.1937223404555,1,0,383.26634947856394,298.83377676124235,0.46313988891438457,pre,True
2020-06-08,509.6640505557595,2324.402129372737,1,0,770.5154435897927,600.7729099464808,0.9310925350908046,pre,True
2020-06-09,364.0923321594769,1277.3074451040316,0,1,550.4385967885904,429.17841594307,0.6651511955528873,pre,True
2020-06-10,446.2865019339043,1565.6607437695884,0,0,674.7006025454765,526.0658273706009,0.8153096731255227,pre,True
2020-06-11,454.4333088805351,1594.241343380236,0,0,687.0170305169582,535.668978526274,0.8301928714295083,pre,True
2020-06-12,549.8138152688414,1928.8549019932009,0,0,831.2142779183904,648.0999500899679,1.0044411382917533,pre,True
2020-06-13,722.8865638145516,2536.028112565577,0,1,1092.8674698074128,852.1116292791525,1.320623423510492,pre,True
2020-06-14,288.95128060931955,1317.8072324326145,1,0,436.8395689508624,340.60495633374296,0.5278778836507944,pre,True
2020-06-15,542.9276767242233,1904.696974857273,0,0,820.8037416258238,639.9828276693585,0.9918610236309224,pre,True
2020-06-16,434.06337597117624,1979.6135008736283,1,0,656.2215528401748,511.65766390436664,0.7929795493371949,pre,True
2020-06-17,400.2042377442456,1403.995105859587,0,1,605.0329534440764,471.74577885245475,0.7311231346787046,pre,True
2020-06-18,472.5283571109073,1657.7223282367015,0,0,714.3733137368565,556.9987442202217,0.8632502634724347,pre,True
2020-06-19,598.9063165106396,2101.0810429915823,0,0,905.4328348874544,705.9683533949008,1.0941270036874597,pre,True
2020-06-20,638.629608110189,2240.4381555218147,0,0,965.4869227013739,752.7926829918006,1.1666964938001028,pre,True
2020-06-21,226.53117384204342,794.7158710550896,0,0,342.47219851878185,267.0264703862751,0.4138441483163,pre,True
2020-06-22,450.31163718433226,2053.716221913656,1,0,680.7858441268878,530.8105061736102,0.8226630922656751,pre,True
2020-06-23,459.71220502183115,2096.5889728462917,1,0,694.9977209296719,541.8915437487052,0.8398367550530849,pre,True
2020-06-24,648.062737334689,2273.531426444655,0,0,979.7480261496744,763.9121027113675,1.1839296421728425,pre,True
2020-06-25,647.5547036501295,2271.7491444509565,0,0,978.979975510454,763.3132516158452,1.1830015281127035,pre,True
2020-06-26,508.13347787814496,1782.6320882694959,0,0,768.2015078033612,598.9687281518018,0.9282963700621217,pre,True
2020-06-27,595.6963964217127,2089.8200125725753,0,0,900.5800441157485,702.1846197169665,1.0882628807818344,pre,True
2020-06-28,214.01037151454838,750.790436161338,0,0,323.5431185710203,252.2674171610155,0.39097020700581164,pre,True
2020-06-29,406.5717217994876,1426.3334911315387,0,0,614.6593824535892,479.25153077028017,0.7427557323961238,pre,True
2020-06-30,465.7770813399817,2124.2487840747262,1,0,704.1666643964542,549.040592990353,0.8509165262473083,pre,True
2020-07-01,516.269405472816,1816.5240239342636,0,1,788.1138420419619,599.7741479085832,0.8047791808308485,pre,True
2020-07-02,473.0591435580311,2163.832055274157,1,1,722.1509839444299,549.5747796211834,0.7374214818879503,pre,True
2020-07-03,435.61317184958335,1532.7303601929957,0,0,664.9876341133245,506.0720550050029,0.6790493643123592,pre,True
2020-07-04,490.02924502886196,1724.196488478859,0,0,748.0567837618136,569.2897347234875,0.763875081918353,pre,True
2020-07-05,360.1825788223665,1267.32341776909,0,0,549.8386559867993,418.44083150124976,0.561465462918022,pre,True
2020-07-06,359.57983903556743,1644.7634354625573,1,0,548.9185403183321,417.7406006949967,0.5605258906196596,pre,True
2020-07-07,370.01064906293755,1301.9040563110161,0,0,564.8417495558651,429.8585571918235,0.5767858096856386,pre,True
2020-07-08,574.5497281161274,2628.062761235305,1,0,877.0819825262886,667.4811057152665,0.8956286284607863,pre,True
2020-07-09,741.8298308838725,2610.171540646526,0,0,1132.4443245359269,861.8181708909549,1.1563908248017327,pre,True
2020-07-10,475.64838456915334,1673.59659192682,0,0,726.1036037580701,552.5828211683163,0.7414576832158136,pre,True
2020-07-11,577.8327785497584,2033.1383439059748,0,0,882.0937408513763,671.2951778944392,0.9007463646864768,pre,True
2020-07-12,275.4641056598046,969.2365272048821,0,0,420.5112144063178,320.0194462427982,0.42940328237767855,pre,True
2020-07-13,565.2987033293886,1989.036468965799,0,0,862.9597808032851,656.7337605308933,0.8812078007479778,pre,True
2020-07-14,376.1624362786525,1720.614322107319,1,0,574.2327934693845,437.00537413721503,0.5863754352253792,pre,True
2020-07-15,420.4215701630217,1479.2778233330857,0,0,641.7968127223063,488.42326570946165,0.6553681532407429,pre,True
2020-07-16,539.1320003081097,1896.9673977378136,0,0,823.014859347433,626.334686245654,0.8404182098884867,pre,True
2020-07-17,605.2422547033132,2129.5801849071595,0,0,923.9358243270607,703.1380394515039,0.9434732346733948,pre,True
2020-07-18,577.1478363375326,2030.7283347705788,0,0,881.0481386275535,670.4994487124474,0.8996786523126112,pre,True
2020-07-19,256.50561489499927,902.5299713510354,0,0,391.5700282008639,297.99448694140386,0.3998501101273958,pre,True
2020-07-20,354.89261543670693,1248.7103729635728,0,0,541.7632338836528,412.29523532904227,0.5532192791329548,pre,True
2020-07-21,420.86981660530023,1480.8550045923475,0,0,642.4810857434477,488.9440144215113,0.6560668957980262,pre,True
2020-07-22,419.0924331386458,1474.6011771667916,0,0,639.7678114377505,486.8791454927721,0.6532962469949921,pre,True
2020-07-23,496.7988851186944,1748.0158620969933,0,0,758.3910143086595,577.1543400506393,0.7744278385765274,pre,True
2020-07-24,521.7115270156844,1835.6724460933044,0,0,796.4215419996639,606.0965132794297,0.8132625541836438,pre,True
2020-07-25,655.404523574447,2306.0790545545156,0,0,1000.5113060939207,761.413877125425,1.0216679702567597,pre,True
2020-07-26,304.6401890436366,1393.4625624597736,1,0,465.05012166600676,353.91465747427037,0.4748840027856386,pre,True
2020-07-27,446.4663450259033,2042.1932481887027,1,0,681.5556040911362,518.6806903897979,0.6959676781339093,pre,True
2020-07-28,459.809873011729,1617.867864943527,0,0,701.9252386188155,534.1824866282626,0.7167680459418593,pre,True
2020-07-29,439.6693316399183,1547.0021950643875,0,0,671.17958669159,510.78428423307656,0.685372251004425,pre,True
2020-07-30,479.8014929508428,1688.2095460731778,0,0,732.4435537307252,557.4076800780139,0.7479316968332906,pre,True
2020-07-31,508.86369081459304,2327.6065602876574,1,0,776.8086084362377,591.1705852110767,0.793234888426666,pre,True
2020-08-01,646.867791639577,2237.9647611225696,0,0,942.9443560680105,763.9920656911997,0.8321281502521705,pre,True
2020-08-02,225.61019163974424,780.5422764365778,0,0,328.8737816716847,266.46000709813353,0.29022405176701316,pre,True
2020-08-03,531.2153432303847,1837.8426536030604,0,0,774.3568565783817,627.3991573653283,0.6833533013406984,pre,True
2020-08-04,462.1587388475716,1598.9279184300522,0,0,673.6924917829909,545.8389088664486,0.5945191605619221,pre,True
2020-08-05,477.47774398729683,1651.9269919984927,0,0,696.0231281568749,563.9316297165135,0.6142254677476812,pre,True
2020-08-06,376.19902329817546,1301.5335872204746,0,0,548.38832658245,444.3150093964273,0.48394092491500545,pre,True
2020-08-07,663.7967980293206,2296.5339467130843,0,0,967.6219041471741,783.9863005703512,0.8539055566322266,pre,True
2020-08-08,665.8945510371033,2303.7915306732584,0,0,970.6798154927053,786.4638804938525,0.8566040977446657,pre,True
2020-08-09,225.67723447852657,780.7742241585385,0,0,328.97151055425024,266.53918896118665,0.29031029540774567,pre,True
2020-08-10,413.95915840263893,1432.1721084626977,0,0,603.4315776784301,488.9121341753832,0.5325154122891683,pre,True
2020-08-11,462.22584772704954,1599.160094632626,0,0,673.790316933607,545.9181687277699,0.5946054891571424,pre,True
2020-08-12,447.8086670127996,1549.2810578182457,0,0,652.7742772410802,528.8905599680185,0.5760592853197367,pre,True
2020-08-13,467.77178626983425,1618.3473461645729,0,0,681.8746759256724,552.4682754083934,0.6017397624053474,pre,True
2020-08-14,568.6909058886155,1967.4966411973164,0,0,828.9852841423576,671.6601839587722,0.7315617158536724,pre,True
2020-08-15,598.9461347413198,2693.8216261369416,1,0,873.0885733413652,707.3935364117518,0.7704819217227021,pre,True
2020-08-16,272.749772856977,943.6308132005527,0,1,397.5895264199809,322.13485518214236,0.35086422125594946,pre,True
2020-08-17,554.0305528770009,1916.7763025907973,0,0,807.614770246113,654.3453732264019,0.7127026961416569,pre,True
2020-08-18,302.32339014303057,1045.9464860482587,0,0,440.6992249840691,357.0631809580561,0.3889076047209606,pre,True
2020-08-19,428.7905190975684,1928.5293057720246,1,0,625.0513708430354,506.4289158744848,0.5515944156037604,pre,True
2020-08-20,501.84087224725903,1736.2159660689233,0,0,731.5374551736274,592.7060360582642,0.6455660988864388,pre,True
2020-08-21,603.8098930559851,2715.696877636823,1,0,880.1785127561378,713.1379447898926,0.7767386410430405,pre,True
2020-08-22,588.2670951996723,2035.224270245232,0,0,857.5216519485092,694.7809104865347,0.7567444477981815,pre,True
2020-08-23,204.82626822081335,708.6362566739583,0,0,298.57689019227354,241.91286965950823,0.2634876954773586,pre,True
2020-08-24,466.70406426365514,1614.6533545091104,0,0,680.3182490134213,551.2072277080323,0.6003662490700592,pre,True
2020-08-25,575.7068389639737,1991.7696243199553,0,0,839.2124659273584,679.9464478171229,0.7405869842125952,pre,True
2020-08-26,352.9819166983445,1587.5723469656289,1,1,514.5445645100634,416.89412763383564,0.4540745314744594,pre,True
2020-08-27,556.3404465123992,2502.198176730955,1,0,810.9819206820554,657.0735047439132,0.7156741341123609,pre,True
2020-08-28,549.8148140894043,1902.191135465958,0,0,801.4694540813593,649.3663171868565,0.7072795865594385,pre,True
